0,0,0,0,0,0.28209479177387814
0,0,1,-1,1,0.28209479177387814
0,0,1,0,1,0.28209479177387814
0,0,1,1,1,0.28209479177387814
0,0,2,-2,2,0.28209479177387814
0,0,2,-1,2,0.28209479177387814
0,0,2,0,2,0.28209479177387814
0,0,2,1,2,0.28209479177387814
0,0,2,2,2,0.28209479177387814
1,-1,0,0,1,0.28209479177387814
1,-1,1,-1,2,0.30901936161855176
1,-1,1,0,1,0
1,-1,1,0,2,0.21850968611841584
1,-1,1,1,0,-0.2820947917738782
1,-1,1,1,1,0
1,-1,1,1,2,0.12615662610100806
1,-1,2,-1,2,-0
1,-1,2,0,1,-0.12615662610100806
1,-1,2,0,2,-0
1,-1,2,1,1,-0.21850968611841584
1,-1,2,1,2,-0
1,-1,2,2,1,-0.30901936161855176
1,-1,2,2,2,-0
1,0,0,0,1,0.28209479177387814
1,0,1,-1,1,-0
1,0,1,-1,2,0.21850968611841584
1,0,1,0,0,0.28209479177387814
1,0,1,0,1,0
1,0,1,0,2,0.25231325220201606
1,0,1,1,1,0
1,0,1,1,2,0.21850968611841584
1,0,2,-2,2,0
1,0,2,-1,1,0.21850968611841584
1,0,2,-1,2,0
1,0,2,0,1,0.25231325220201606
1,0,2,0,2,0
1,0,2,1,1,0.21850968611841584
1,0,2,1,2,-0
1,0,2,2,2,-0
1,1,0,0,1,0.28209479177387814
1,1,1,-1,0,-0.2820947917738782
1,1,1,-1,1,-0
1,1,1,-1,2,0.12615662610100806
1,1,1,0,1,-0
1,1,1,0,2,0.21850968611841584
1,1,1,1,2,0.30901936161855176
1,1,2,-2,1,-0.30901936161855176
1,1,2,-2,2,0
1,1,2,-1,1,-0.21850968611841584
1,1,2,-1,2,0
1,1,2,0,1,-0.12615662610100806
1,1,2,0,2,0
1,1,2,1,2,0
2,-2,0,0,2,0.28209479177387814
2,-2,1,0,2,-0
2,-2,1,1,1,-0.30901936161855176
2,-2,1,1,2,-0
2,-2,2,0,2,-0.18022375157286841
2,-2,2,1,1,0
2,-2,2,1,2,-0.22072811544182233
2,-2,2,2,0,0.28209479177387814
2,-2,2,2,1,0
2,-2,2,2,2,-0.18022375157286841
2,-1,0,0,2,0.28209479177387814
2,-1,1,-1,2,0
2,-1,1,0,1,0.21850968611841584
2,-1,1,0,2,-0
2,-1,1,1,1,-0.21850968611841584
2,-1,1,1,2,-0
2,-1,2,-1,2,0.22072811544182233
2,-1,2,0,1,-0
2,-1,2,0,2,0.090111875786434162
2,-1,2,1,0,-0.28209479177387825
2,-1,2,1,1,-0
2,-1,2,1,2,-0.090111875786434162
2,-1,2,2,1,0
2,-1,2,2,2,-0.22072811544182233
2,0,0,0,2,0.28209479177387814
2,0,1,-1,1,-0.12615662610100806
2,0,1,-1,2,0
2,0,1,0,1,0.25231325220201606
2,0,1,0,2,0
2,0,1,1,1,-0.12615662610100806
2,0,1,1,2,-0
2,0,2,-2,2,-0.18022375157286841
2,0,2,-1,1,0
2,0,2,-1,2,0.090111875786434162
2,0,2,0,0,0.28209479177387814
2,0,2,0,1,0
2,0,2,0,2,0.18022375157286832
2,0,2,1,1,-0
2,0,2,1,2,0.090111875786434162
2,0,2,2,2,-0.18022375157286841
2,1,0,0,2,0.28209479177387814
2,1,1,-1,1,-0.21850968611841584
2,1,1,-1,2,0
2,1,1,0,1,0.21850968611841584
2,1,1,0,2,0
2,1,1,1,2,-0
2,1,2,-2,1,-0
2,1,2,-2,2,-0.22072811544182233
2,1,2,-1,0,-0.28209479177387825
2,1,2,-1,1,0
2,1,2,-1,2,-0.090111875786434162
2,1,2,0,1,0
2,1,2,0,2,0.090111875786434162
2,1,2,1,2,0.22072811544182233
2,2,0,0,2,0.28209479177387814
2,2,1,-1,1,-0.30901936161855176
2,2,1,-1,2,0
2,2,1,0,2,0
2,2,2,-2,0,0.28209479177387814
2,2,2,-2,1,-0
2,2,2,-2,2,-0.18022375157286841
2,2,2,-1,1,-0
2,2,2,-1,2,-0.22072811544182233
2,2,2,0,2,-0.18022375157286841
